customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,predicted_income,final_income
5064.127663,78735,63,32,53,1,6,225.558918,21137,78735
8489.843197,0,130,3,46,0,3,624.0,41546,41546
2425.29505,0,67,3,42,1,1,426.006858,22319,22319
27542.36956,50494,114,19,15,0,2,491.322893,50494,50494
8828.933996,86721,110,20,99,1,3,372.594847,15616,86721
5059.325681,67371,63,25,14,0,3,86.599774,56835,67371
6715.59268,21835,90,6,78,0,7,432.0,21835,21835
2671.817549,62452,67,1,9,0,1,407.776546,21986,62452
8098.96921,0,72,15,45,0,2,518.4,68727,68727
2795.546288,69809,70,0,60,0,1,111.823103,60108,69809
2972.459706,0,84,31,28,0,1,604.8,13457,13457
6288.156817,0,84,14,66,0,3,403.2,10517,10517
61850.18803,0,238,19,29,0,2,1142.4,29295,29295
10394.36269,22601,88,1,41,0,2,633.6,22601,22601
4935.189986,29560,62,21,89,0,7,297.6,29560,29560
35013.54166,0,133,1,85,0,2,532.747291,42522,42522
2810.464447,26790,71,4,41,0,1,340.8,26790,26790
3636.943738,34986,91,7,75,0,1,73.839514,29958,34986
2785.418107,66378,71,20,61,0,1,158.000332,15776,66378
7715.103608,48784,96,28,86,0,3,252.076899,45345,48784
5643.802354,41043,72,22,60,0,3,345.6,24518,41043
19088.34203,32775,61,10,73,0,2,251.886847,22784,32775
9156.272726,61200,118,20,74,0,4,566.4,14616,61200
5454.587929,66334,69,25,25,0,4,331.2,26585,66334
2470.441268,18661,62,13,74,0,1,196.879475,12928,18661
7809.855966,0,111,29,60,0,3,532.8,33157,33157
6938.874476,53133,91,11,6,0,9,652.386798,24550,53133
5318.89664,25134,67,3,0,0,6,321.6,25134,25134
13727.79972,0,126,12,4,0,2,604.8,11432,11432
5363.405969,64324,67,7,67,0,3,321.6,43671,64324
3265.156348,25820,82,10,69,0,1,393.6,25820,25820
2446.911045,29152,67,24,72,0,1,255.079807,34990,29152
4196.689511,0,114,19,77,0,1,1182.289213,39492,39492
12913.49818,62448,107,0,11,0,2,513.6,62448,62448
23866.15656,0,81,27,93,1,2,388.8,22537,22537
4633.336334,27132,63,32,59,1,4,302.4,24368,27132
8196.077584,21706,108,19,28,0,3,518.4,21706,21706
2167.330201,0,61,16,46,0,1,439.2,18241,18241
5619.849825,66620,70,13,75,0,7,336.0,16764,66620
6102.307214,42800,153,4,11,1,1,734.4,42800,42800
3919.366722,66676,97,0,40,0,1,558.099357,66676,66676
14944.83656,0,68,11,52,0,2,326.4,25634,25634
10819.999,37433,90,7,18,0,2,410.391616,37433,37433
15839.08876,44930,132,19,42,0,2,111.049063,44930,44930
6451.263836,30857,81,17,14,0,7,309.161777,30857,30857
5564.957596,46507,73,17,32,4,3,325.569334,41186,46507
2444.896824,48473,63,1,73,0,1,302.4,48473,48473
2640.58732,59961,68,8,7,0,1,291.91645,20852,59961
5823.162917,88359,73,1,49,0,9,35.915639,48927,88359
5755.539367,97607,71,2,67,0,9,60.021023,20862,97607
10408.96865,20228,101,3,43,1,2,523.815839,20228,20228
8247.952072,49009,105,17,28,0,7,504.0,23940,49009
3679.142115,60804,92,16,50,0,1,213.225001,16891,60804
16331.43396,78374,82,17,84,0,2,206.95076,11828,78374
20474.14563,95621,66,7,90,5,2,351.877002,28992,95621
9414.943031,15741,132,14,4,0,4,633.6,15741,15741
9732.584122,38279,82,5,41,0,2,64.396979,26189,38279
4611.2543,0,61,4,15,0,7,292.8,36464,36464
14510.7505,60120,182,30,21,0,6,716.469391,23589,60120
13770.97618,59207,116,23,21,0,2,556.8,59207,59207
8083.541953,0,116,7,23,0,8,820.018767,37722,37722
2570.190941,69446,64,23,32,1,1,26.731452,26140,69446
2273.62059,0,73,14,1,4,1,801.022368,66114,66114
3995.358195,0,119,19,98,0,1,856.8,51721,51721
7282.221435,50886,95,25,9,1,9,620.10464,50886,50886
2469.56901,55257,64,0,77,3,1,209.596158,48269,55257
2450.625315,61883,62,11,62,0,1,18.077998,21564,61883
10856.17638,37233,136,29,91,0,5,242.545602,27279,37233
9075.768214,37722,116,8,23,0,8,158.077504,37722,37722
4654.582368,81883,114,15,40,0,1,376.002146,21500,81883
15394.8718,35822,197,25,79,0,7,1404.868905,16181,35822
9421.101961,23059,126,30,66,0,3,95.845811,23059,23059
2640.515863,97666,66,16,60,0,1,136.27248,26744,97666
8509.850887,26057,74,3,63,0,2,523.888845,26057,26057
3436.134281,30817,88,25,43,0,1,91.834668,30817,30817
4349.30875,75648,108,28,10,0,1,112.660916,75648,75648
9672.701942,0,96,5,27,0,2,1120.677126,57449,57449
15266.48446,25852,135,29,71,1,2,648.0,25852,25852
7550.867469,0,68,32,15,1,2,100.212651,52348,52348
9939.255085,13207,137,16,82,2,3,392.920864,13207,13207
14962.37103,0,82,9,58,0,2,393.6,39034,39034
7887.82202,32150,98,21,64,0,8,470.4,32150,32150
2894.327413,52674,73,8,49,0,1,166.5492,13789,52674
4397.781207,91653,111,10,25,0,1,343.98412,17220,91653
5781.015999,69512,72,3,62,0,5,196.977247,29111,69512
7720.155885,67332,192,3,10,0,1,921.6,26444,67332
3046.248976,0,98,4,43,2,1,705.6,72330,72330
2590.321715,53304,65,14,82,0,1,116.322725,16258,53304
10155.30044,28754,89,9,17,0,2,427.2,28754,28754
2552.00081,50201,64,21,99,0,1,99.894584,19864,50201
9404.447425,51593,80,5,91,2,2,202.905809,16121,51593
5678.050167,0,76,8,44,0,3,364.8,20123,20123
3723.114445,31974,92,25,77,0,1,388.135527,31974,31974
8417.102804,31756,107,1,97,0,3,415.850776,31756,31756
2520.028421,0,68,3,52,0,1,326.4,42247,42247
8186.308757,20369,105,4,38,0,3,1126.65778,20369,20369
4229.923123,0,126,15,45,0,1,907.2,21500,21500
5074.246068,66933,63,8,0,0,6,160.52105,21368,66933
12981.52926,39843,109,5,97,1,2,523.2,39843,39843
2744.172816,16686,71,9,32,0,1,125.510669,16686,16686
13226.22345,0,190,2,78,1,4,1398.023248,70619,70619
13178.43163,80237,108,4,71,0,2,776.601764,78441,80237
8793.521303,72897,73,26,96,0,2,507.709291,69704,72897
3245.332058,46435,82,13,20,0,1,350.325879,23970,46435
4624.622593,0,68,0,16,2,3,469.278843,13792,13792
4372.490855,23124,112,27,59,0,1,537.6,19245,23124
9090.269181,45310,229,28,70,0,1,1550.375183,16924,45310
10777.56762,53437,91,2,87,0,2,436.8,24581,53437
5007.224298,0,73,24,69,1,3,655.791955,12608,12608
5867.12642,27880,74,4,9,0,5,199.444294,27880,27880
14914.53488,45963,63,3,73,2,2,302.4,26334,45963
5107.163002,35625,65,10,56,1,3,288.572108,35625,35625
3536.64749,31727,92,1,95,0,1,495.750669,31727,31727
2839.796453,53071,72,28,19,0,1,386.225897,19003,53071
2939.939038,97735,73,24,26,0,1,188.667196,23305,97735
2776.629135,0,77,6,36,0,1,554.4,30706,30706
5476.527832,52218,68,11,85,0,8,33.781673,21638,52218
3265.156348,25820,82,10,69,0,1,393.6,25820,25820
8066.073765,17950,71,16,62,2,2,340.8,17950,17950
3644.833554,82477,90,1,69,0,1,432.0,82477,82477
6611.118163,0,95,15,37,0,3,564.302867,37751,37751
7582.113842,64801,64,23,19,0,2,268.471802,64801,64801
2607.81554,0,70,26,44,1,1,336.0,22475,22475
7124.202899,61233,89,27,50,2,7,181.287697,20178,61233
9435.540893,0,129,13,19,0,8,628.366119,28224,28224
8256.2978,62902,69,14,94,0,2,159.383042,62902,62902
5091.101225,20244,65,6,42,0,8,312.0,20244,20244
5881.813596,86812,73,1,11,0,3,45.472477,42259,86812
7684.887717,62192,98,30,28,0,5,243.292609,37388,62192
10396.53186,34948,130,20,15,0,7,443.786437,27042,34948
8545.608946,35456,109,14,58,0,6,505.082702,35456,35456
4408.071476,80640,111,2,84,0,1,313.270725,23352,80640
2562.843896,0,74,17,59,0,1,663.423782,20814,20814
14886.70602,91193,185,15,75,1,6,1.587888,22799,91193
24338.51185,73692,67,1,10,0,2,24.843535,60221,73692
7452.998789,12195,101,29,35,0,7,670.581817,12195,12195
3981.775889,52801,100,21,78,0,1,475.20088,52801,52801
16060.06949,0,87,1,70,0,2,417.6,29598,29598
5111.357987,0,72,6,13,2,7,594.683752,23751,23751
7439.978924,0,108,2,94,0,5,518.4,47325,47325
4974.801539,75644,65,5,68,3,9,467.803638,75644,75644
17816.68242,60192,220,17,87,0,7,1056.0,22497,60192
6238.054416,0,90,25,63,2,7,134.442783,20178,20178
2682.912454,0,74,24,33,0,1,355.2,29926,29926
2837.163399,29242,73,26,23,0,1,350.4,29242,29242
4118.588554,69379,103,14,79,0,1,494.4,69379,69379
2472.469209,63860,62,26,81,0,1,208.598246,63860,63860
4139.533158,45281,104,13,84,1,1,65.03063,45281,45281
4100.465956,51193,104,31,21,2,1,97.313649,23540,51193
5278.201394,62074,67,24,22,0,4,49.435556,26585,62074
8056.898119,64304,68,35,70,0,2,65.471028,22044,64304
9185.025301,73795,116,1,77,1,3,501.716934,22103,73795
15417.73444,84376,96,5,54,0,2,43.578516,28657,84376
6829.413399,0,66,14,73,1,2,470.691875,10475,10475
8500.909417,79153,106,12,5,0,7,508.8,20215,79153
8847.444221,17950,118,34,24,0,4,425.489592,17950,17950
2840.899849,0,80,3,99,1,1,962.526106,37038,37038
15984.52739,0,69,19,74,0,2,331.2,26056,26056
18542.30074,0,72,30,48,0,2,622.992063,50809,50809
2609.829612,58139,65,29,77,1,1,33.171413,56761,58139
7901.744238,0,113,35,83,0,5,1258.327804,95351,95351
17995.86532,80991,223,5,56,0,4,937.327881,22978,80991
5021.686245,69678,126,21,39,0,1,306.818754,28314,69678
4654.841089,0,67,33,19,0,4,577.385463,15169,15169
2719.506996,14030,72,11,3,0,1,345.6,14030,14030
4726.869327,13037,124,28,49,0,1,839.348464,13037,13037
8595.726399,76763,108,12,87,0,8,186.459607,40994,76763
15626.28021,50461,131,22,89,0,2,810.06514,29504,50461
2797.674845,69604,70,10,50,0,1,112.336604,37703,69604
5344.989624,22908,68,30,19,0,7,387.774781,22908,22908
17557.54051,68273,146,23,93,0,2,76.475359,50461,68273
4595.524548,95550,116,15,75,1,1,381.570261,29550,95550
5794.104234,88370,74,0,16,1,9,355.2,26173,88370
5332.462694,68931,66,32,30,0,7,309.577946,68931,68931
6680.146801,24432,87,19,44,3,6,71.10847,24432,24432
7910.866718,77577,199,14,37,1,1,35.768916,51791,77577
12516.92188,12607,110,13,20,0,2,528.0,12607,12607
2325.259483,0,63,6,75,0,1,302.4,47122,47122
3964.151263,23474,102,5,21,0,1,489.6,25927,23474
7486.088015,0,113,33,18,0,4,813.6,17950,17950
6707.994148,0,65,1,30,0,2,360.480689,17937,17937
12902.09322,98478,106,21,80,0,2,508.8,12439,98478
5926.729379,23091,96,28,90,5,5,460.8,23091,23091
5148.653203,51071,65,17,94,0,3,312.0,17250,51071
6827.178202,0,103,2,75,2,6,2.455033,25629,25629
4670.058282,69921,118,28,22,2,1,373.227044,23540,69921
5363.076547,36357,68,28,96,0,6,17.269323,29881,36357
6961.945557,0,63,17,24,0,2,40.622304,35434,35434
28511.03331,27607,104,15,56,0,2,640.584145,27607,27607
8624.917663,43610,106,16,60,0,5,508.8,21052,43610
3382.223536,0,91,13,77,0,1,436.8,52361,52361
2319.818549,14660,61,14,97,0,1,396.608751,14660,14660
8807.486831,26864,78,18,12,0,2,374.4,23769,26864
2491.317024,36631,62,30,77,0,1,67.530904,36631,36631
7853.961409,42582,99,1,57,0,5,629.344642,32848,42582
9816.528302,37256,62,15,7,0,2,128.969729,37256,37256
22103.5072,0,102,35,48,0,2,489.6,19851,19851
6689.022728,56980,84,33,70,0,7,599.000883,56980,56980
11323.35555,98254,94,23,11,3,2,229.711908,50801,98254
6333.030812,71737,79,7,79,0,4,338.79562,19591,71737
3139.169353,31177,79,14,28,0,1,905.699717,21604,31177
2617.182661,98338,65,13,33,0,1,35.597288,24182,98338
3732.568536,0,106,2,50,0,1,879.42749,37308,37308
4433.694028,0,65,7,22,0,6,312.0,93416,93416
3478.887023,29938,90,8,35,0,1,562.426585,29938,29938
5009.595291,0,69,20,95,0,4,496.8,10180,10180
8417.004401,24285,111,6,10,0,7,1257.527908,24285,24285
4483.839044,32983,113,25,59,0,1,466.81627,32983,32983
5124.984391,0,134,13,56,0,1,643.2,21135,21135
3721.057118,71333,93,9,92,0,1,343.755209,71333,71333
9988.787618,33157,124,28,58,0,3,286.003968,33157,33157
3342.177957,0,91,8,60,0,1,436.8,25630,25630
7524.735746,36580,64,20,76,1,2,460.8,36580,36580
13466.92071,11432,119,11,9,0,2,571.2,11432,11432
2949.282616,78596,73,11,0,0,1,106.267659,17533,78596
5179.890955,35143,65,31,37,0,9,171.184016,35143,35143
3225.395988,29606,81,33,32,0,1,438.276898,27382,29606
8849.689719,53228,73,26,33,0,2,137.195447,20072,53228
2886.451602,10312,78,10,63,0,1,486.278557,10312,10312
2359.423599,19864,63,22,96,0,1,352.394515,19864,19864
4669.22664,76157,116,15,80,0,1,556.8,76157,76157
6366.225775,44368,80,5,72,0,3,384.0,44368,44368
25581.61014,27961,72,15,64,0,2,345.6,27961,27961
8146.271602,92777,68,21,83,2,2,158.041549,25964,92777
5412.458621,55992,67,16,21,0,3,191.409775,23105,55992
5757.442258,88997,72,9,71,0,3,174.041566,88997,88997
4755.194923,21926,63,13,0,0,7,302.4,21926,21926
4995.211519,82413,62,12,79,0,3,297.6,22134,82413
2824.849967,48008,73,33,55,4,1,137.081716,33837,48008
5907.91176,87796,74,23,10,0,4,355.2,12430,87796
4988.579794,38928,64,14,18,0,8,326.660051,24882,38928
7405.265785,58779,64,13,82,1,2,307.2,10475,58779
16553.23422,98912,135,18,92,0,2,714.831947,24279,98912
15102.22866,0,137,10,92,0,2,32.978158,39018,39018
9118.928908,33882,114,22,39,0,6,272.835064,33882,33882
2759.978287,92296,69,4,65,0,1,331.2,92296,92296
15251.57924,63287,127,5,84,0,2,617.202619,54193,63287
14517.43681,74871,178,0,15,0,7,854.4,24661,74871
5597.12496,37995,139,16,50,0,1,667.2,37995,37995
19323.23675,0,139,24,3,1,2,1389.140121,26486,26486
15950.01951,0,87,10,55,1,2,46.041452,26990,26990
3176.356488,64706,81,5,3,0,1,372.909686,55910,64706
4526.126785,0,64,32,89,1,3,307.2,20009,20009
2573.716859,29500,67,14,72,0,1,321.6,18661,29500
6656.709233,0,69,23,32,1,2,496.8,25378,25378
27564.73951,26410,91,17,90,0,2,184.516188,26410,26410
3842.794699,97832,95,5,98,0,1,107.661239,76114,97832
3808.122147,94903,94,3,38,0,1,451.2,94903,94903
15000.84238,62473,76,6,70,1,2,507.560729,19245,62473
5573.10605,85704,69,21,84,0,7,325.395532,29560,85704
6222.212108,74270,78,33,2,0,7,122.486486,20263,74270
5096.673223,22886,65,9,81,0,3,312.0,22886,22886
6183.185785,36464,78,5,17,0,7,93.515817,36464,36464
9388.981905,33599,80,23,31,0,2,111.265486,17103,33599
8168.714346,20819,73,4,65,1,2,206.863422,20819,20819
13561.2048,29095,91,29,47,1,2,280.800938,12470,29095
6699.278956,30852,88,7,42,0,8,318.866388,30852,30852
20230.9675,48448,74,24,11,1,2,355.2,11276,48448
4097.371676,20079,110,1,63,0,1,528.0,20079,20079
5169.49937,12430,73,22,13,0,4,350.4,12430,12430
6278.764007,47669,80,16,84,0,3,384.0,47669,47669
3343.933131,40794,87,6,87,0,1,334.452807,16269,40794
15531.78589,95340,198,5,84,2,3,808.844338,40467,95340
4236.84292,14476,113,11,0,0,1,542.4,14476,14476
3692.583567,0,105,28,69,0,1,756.0,29660,29660
6782.556454,26116,85,6,58,0,3,612.0,26116,26116
3683.472334,12454,100,4,68,0,1,720.0,12454,12454
13995.68999,48245,121,16,21,3,2,580.8,41004,48245
5619.689084,0,153,25,5,0,1,1027.000029,37331,37331
8331.648336,0,119,3,54,0,3,856.8,41546,41546
4171.18715,37478,105,4,53,0,1,653.685468,26050,37478
7873.567332,0,74,24,82,0,2,568.798455,20545,20545
10677.25385,45732,134,22,56,0,9,611.918994,18017,45732
14687.07959,0,85,3,61,0,2,612.0,57483,57483
5394.703229,65978,67,3,50,0,3,251.795869,58206,65978
2230.755716,0,62,9,49,0,1,325.88607,22050,22050
7771.018055,58467,65,30,90,0,2,452.915621,37586,58467
4103.849192,82427,102,24,5,0,1,489.6,21359,82427
7221.151702,33811,184,17,59,0,1,587.37679,16233,33811
12285.0473,0,183,29,65,2,7,878.4,52228,52228
5704.679894,37675,71,25,80,0,3,380.919824,20303,37675
2433.913419,0,72,28,29,0,1,345.6,29250,29250
4921.752296,0,70,28,29,0,8,336.0,19065,19065
4660.006868,0,67,11,87,0,3,482.4,54189,54189
2541.522907,0,71,12,37,0,1,511.2,45128,45128
11658.59927,19851,102,33,51,0,2,220.038588,19851,19851
11131.56637,0,99,26,60,0,2,475.2,36431,36431
4733.507343,0,62,5,41,0,3,740.838216,11698,11698
8776.363448,28360,73,8,65,0,2,863.909989,28360,28360
7804.022473,70833,193,15,33,0,1,926.4,43758,70833
2522.256441,0,69,18,64,1,1,470.275242,62537,62537
9536.338382,62421,80,22,50,2,2,384.0,40571,62421
4711.080198,13933,62,25,32,0,6,49.364254,13933,13933
3801.282266,40513,96,21,37,1,1,151.589577,26140,40513
21159.30151,0,108,15,17,0,2,777.6,58361,58361
6515.026481,47259,81,22,54,0,5,388.8,18129,47259
4739.861234,35039,61,7,87,0,8,254.308991,35011,35039
21240.94357,0,190,7,45,0,2,1368.0,21070,21070
3980.838735,92539,101,2,61,0,1,707.408058,40896,92539
4990.343538,0,71,3,84,0,6,849.666647,43358,43358
2562.604728,92038,65,4,44,2,1,178.408186,26840,92038
7355.349908,51789,61,33,31,0,2,435.835125,16916,51789
5041.447024,61972,64,2,52,2,5,138.961963,51240,61972
12731.95161,40870,105,3,56,0,2,504.0,40870,40870
8879.790017,52583,113,12,59,0,7,528.20086,52583,52583
2872.669164,79681,73,4,93,1,1,9.160139,37038,79681
11058.22493,69792,137,1,95,0,3,696.757797,22234,69792
7138.167712,19794,93,24,80,0,8,603.077136,19794,19794
29037.47753,0,113,0,16,0,2,542.4,13624,13624
8613.464627,26680,106,11,49,0,5,508.8,21052,26680
3861.486269,93272,95,3,54,0,1,281.110788,93272,93272
2482.915577,0,68,21,73,0,1,87.272319,14321,14321
3133.018242,0,91,7,14,1,1,655.2,29286,29286
7123.082388,21835,92,2,83,0,3,621.617047,21835,21835
28435.64035,0,116,29,22,0,2,899.63718,27317,27317
12741.84754,73054,106,34,36,1,2,419.365958,73054,73054
3176.865609,35551,81,33,52,1,1,565.108501,35551,35551
5470.060561,54507,138,20,11,0,1,702.990032,54507,54507
4582.647706,0,67,27,7,0,7,321.6,44162,44162
5350.214918,41336,68,33,25,0,5,263.090605,41336,41336
5580.916514,31972,70,4,89,0,3,416.2618,31972,31972
7048.544758,20416,93,33,68,0,7,446.4,56980,20416
15306.22493,46338,193,24,68,0,9,19.46445,16181,46338
9657.579498,0,131,34,61,0,9,628.8,48091,48091
3985.319833,17220,105,10,24,0,1,504.0,17220,17220
9816.528302,37256,62,15,7,0,2,128.969729,37256,37256
37243.63312,53602,115,15,60,0,2,295.335363,37455,53602
4122.964632,24732,107,18,44,0,1,72.771554,24732,24732
2556.609217,23867,65,6,99,0,1,312.0,23867,23867
17253.72944,0,124,2,85,0,2,928.817071,17101,17101
36181.02892,0,180,15,87,0,2,864.0,60180,60180
8427.172486,46503,215,4,21,1,1,1032.0,46503,46503
2348.028868,0,63,21,61,0,1,453.6,51397,51397
23675.02939,46268,199,34,17,1,2,842.000858,37553,46268
4089.463358,60759,104,20,85,0,1,499.2,39492,60759
2483.67134,75615,65,16,39,5,1,156.54837,25221,75615
5278.183759,73742,68,10,60,0,3,27.210992,28647,73742
13727.79972,0,126,12,4,0,2,604.8,11432,11432
10963.95723,55687,276,33,91,0,1,1324.8,55687,55687
5555.830205,74015,72,12,61,0,6,471.443077,74015,74015
3261.01744,0,93,29,63,0,1,669.6,21975,21975
11029.92619,37056,92,12,7,0,2,441.6,20043,37056
4770.550911,12964,65,2,37,0,4,362.774545,12964,12964
2734.328157,30916,70,6,50,0,1,21.143072,30916,30916
3748.14406,0,106,24,27,0,1,508.8,26318,26318
4770.550911,12964,65,2,37,0,4,362.774545,12964,12964
8509.850887,26057,74,3,63,0,2,523.888845,26057,26057
5421.04863,29981,71,4,9,0,3,340.8,29981,29981
2916.41746,85210,74,23,76,0,1,100.517679,34990,85210
13363.52356,86653,111,14,5,0,2,277.201278,38399,86653
3974.858481,0,113,1,61,0,1,542.4,20079,20079
14710.43268,22872,131,14,18,2,2,754.845659,22872,22872
5936.344043,42889,74,31,18,0,7,177.321283,22908,42889
2862.180262,74034,72,20,64,0,1,267.415871,66378,74034
8427.172486,46503,215,4,21,1,1,1032.0,46503,46503
8622.835375,97361,73,6,85,0,2,350.4,97361,97361
2300.691547,25905,63,21,12,0,1,302.4,25905,25905
10056.5083,16097,139,7,6,0,7,1000.8,16097,16097
9118.148093,56446,114,2,8,0,3,547.2,17514,56446
5507.242176,11343,72,14,78,0,8,154.750098,11343,11343
10972.06778,24164,137,2,40,0,5,657.6,24164,24164
7840.165778,58414,210,7,24,2,1,1008.0,58414,58414
5504.139033,0,73,18,45,0,5,350.4,27357,27357
4792.810444,24395,62,35,99,0,3,357.109603,24395,24395
4187.77657,52471,103,35,57,0,1,163.955502,21585,52471
2718.375247,30009,68,28,56,0,1,317.428826,30009,30009
8257.666512,23815,73,4,47,0,2,424.330166,23815,23815
12663.59666,27739,104,16,22,0,2,3.200851,27739,27739
2647.519741,37876,69,13,15,0,1,300.056383,37876,37876
4830.908873,0,72,3,64,0,3,345.6,22555,22555
4558.428807,14665,61,6,82,0,3,292.8,12613,14665
2127.92357,0,61,11,6,1,1,31.481852,31993,31993
2546.866098,86595,63,1,77,0,1,445.621906,40864,86595
4992.920887,24368,68,34,54,1,3,326.4,24368,24368
12741.84754,73054,106,34,36,1,2,419.365958,73054,73054
7863.02773,0,72,9,28,0,2,732.352745,37224,37224
5131.360525,50994,128,16,48,0,1,346.387342,37995,50994
2275.401583,0,64,23,66,0,1,460.8,24823,24823
60556.19213,0,204,35,45,0,2,979.2,29295,29295
2356.074955,0,63,22,94,0,1,302.4,19864,19864
28824.06193,0,87,13,3,1,2,626.4,33901,33901
4978.950257,28695,64,17,87,0,4,221.241837,21142,28695
6521.368813,72608,82,26,19,3,8,393.6,72608,72608
7564.611951,48381,63,2,71,0,2,302.4,48381,48381
11631.87866,0,152,8,94,0,7,1082.814636,23053,23053
7180.283897,0,104,30,96,0,3,1210.245916,40672,40672
12168.74492,14973,115,2,75,0,2,828.0,14973,14973
2248.449633,24910,63,7,63,1,1,347.857619,24910,24910
2530.332,50577,63,2,8,0,1,12.444326,21986,50577
4653.094259,0,70,1,4,1,4,585.482275,20355,20355
2354.322179,26184,62,1,92,0,1,297.6,26184,26184
8417.159538,20215,112,10,8,0,7,537.6,20215,20215
5717.743109,68342,72,33,39,0,5,148.738098,29256,68342
4623.536706,0,133,18,2,0,1,957.6,23811,23811
6521.368813,72608,82,26,19,3,8,393.6,72608,72608
5507.155471,74960,69,11,44,1,3,107.985836,33799,74960
2674.730716,56342,69,12,89,0,1,331.2,56342,56342
5817.832355,86824,72,1,76,0,3,189.096179,29730,86824
4646.387267,37530,117,26,58,0,1,561.6,23124,37530
2226.589837,0,62,19,26,0,1,297.6,25544,25544
7651.099258,53330,65,8,57,0,2,224.093027,53330,53330
2305.056048,0,63,33,34,0,1,327.685301,23845,23845
11960.47577,52436,76,3,38,0,2,109.476994,49734,52436
11315.20373,11885,101,18,39,0,2,484.8,11885,11885
7212.523911,0,97,26,25,0,3,498.779439,22436,22436
5255.576016,44536,137,12,22,1,1,46.949646,33681,44536
4794.96419,82763,61,28,78,0,3,245.163042,32365,82763
2659.70565,0,87,4,4,3,1,420.041981,58498,58498
27643.23508,63401,113,21,15,0,2,52.336233,50494,63401
10083.48688,11828,90,18,84,0,2,571.479602,11828,11828
5687.897911,99747,72,28,87,0,5,61.536107,22944,99747
3059.426954,0,88,26,73,0,1,633.6,31974,31974
4945.072236,78796,61,15,3,0,3,292.8,19096,78796
8609.158215,79090,107,2,74,0,3,289.040734,79090,79090
5157.053124,43906,65,6,53,0,6,468.0,41869,43906
3748.99343,82189,94,20,17,0,1,354.081091,24959,82189
7462.926263,70263,93,30,66,0,5,7.345946,70263,70263
15063.50118,19132,207,25,15,0,3,1008.569798,19132,19132
9657.579498,0,131,34,61,0,9,628.8,48091,48091
2799.470318,78127,69,5,6,0,1,136.172569,69844,78127
2759.978287,92296,69,4,65,0,1,331.2,92296,92296
5392.499539,0,74,19,8,0,8,317.109447,20868,20868
5392.502531,80550,68,16,67,3,7,265.516965,23791,80550
3574.990725,51950,89,34,90,0,1,429.171384,28466,51950
5608.172012,20392,73,23,85,0,9,350.4,20392,20392
4754.653816,30886,61,8,36,0,6,8.315904,29853,30886
2239.647297,0,66,2,76,0,1,475.2,24721,24721
7356.383518,33089,61,10,61,0,2,292.8,60920,33089
13283.86446,0,132,20,22,0,2,950.4,24571,24571
6893.171997,0,68,8,72,0,2,326.4,67276,67276
3966.129505,72439,100,5,22,1,1,480.0,39621,72439
16548.85665,81639,82,33,26,0,2,47.952426,55390,81639
5447.201066,68815,68,29,37,0,3,114.743385,25778,68815
4644.90392,0,63,0,42,0,3,94.958688,21171,21171
5318.89664,25134,67,3,0,0,6,321.6,25134,25134
2491.257604,25965,65,23,27,0,1,329.206567,25965,25965
12296.49757,55193,105,8,22,1,2,504.0,17705,55193
6273.911874,18577,86,21,76,0,6,412.8,18577,18577
6366.225775,44368,80,5,72,0,3,384.0,44368,44368
6005.847375,13528,86,21,35,0,3,412.8,13528,13528
11981.98481,21514,62,0,59,0,2,257.248789,21514,21514
11885.96797,0,105,7,20,0,2,756.0,43324,43324
17109.39447,87139,213,18,27,0,3,363.865389,21921,87139
4717.62873,20355,61,4,6,1,3,439.2,20355,20355
4778.682644,0,73,8,17,2,9,350.4,37138,37138
2402.333284,46210,61,24,44,3,1,439.2,46210,46210
13197.92893,0,68,19,2,3,2,326.4,23046,23046
29232.69297,28613,114,17,8,0,2,820.8,24626,28613
8509.850887,26057,74,3,63,0,2,523.888845,26057,26057
4774.379355,0,73,1,31,0,3,525.6,20075,20075
9113.694323,76700,112,13,60,0,5,322.046658,21052,76700
7663.871432,0,109,5,95,0,3,523.2,45600,45600
2599.968438,45181,65,21,68,0,1,312.0,23170,45181
8819.018934,99845,110,23,25,1,8,528.0,99845,99845
6857.519928,0,101,31,1,0,3,1021.719397,21941,21941
7109.341438,92423,88,5,79,0,6,404.243868,42124,92423
2842.822337,43793,71,8,31,0,1,16.150175,16686,43793
12846.4477,93210,107,6,9,2,2,513.6,27443,93210
3498.773857,58484,88,15,65,1,1,43.542559,36283,58484
6005.214792,26876,76,17,72,0,8,364.8,26876,26876
4344.524462,48054,109,2,64,0,1,523.2,20079,48054
25401.51859,36800,91,20,18,0,2,236.63519,36800,36800
4466.977478,28663,61,15,8,4,7,292.8,28264,28663
7849.125533,54431,97,19,62,0,3,284.49502,25452,54431
4250.775183,27608,108,30,89,0,1,308.953614,23051,27608
6073.241952,22103,89,4,74,1,3,427.2,22103,22103
6729.867925,0,103,13,20,0,9,741.6,17780,17780
2588.860221,46168,65,1,7,0,1,312.0,21986,46168
7305.936433,83221,91,21,63,0,3,14.386157,54431,83221
8531.401125,98677,105,3,40,0,9,108.025547,52373,98677
8618.295865,46379,72,11,57,0,2,345.6,25448,46379
4957.033603,62803,62,16,12,0,5,400.959425,36615,62803
12255.12414,0,177,0,6,0,7,1274.4,16097,16097
9624.938903,0,134,26,88,0,4,964.8,27849,27849
